NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,Multiplicador
60,29954,4,3,7,0,1,17/01/2023,NO
60,29953,7,1,4,9,4,17/01/2023,SI
60,29952,0,2,1,4,8,16/01/2023,SI
60,29951,6,6,2,8,0,16/01/2023,NO
60,29950,1,1,3,4,4,16/01/2023,NO
60,29949,6,4,1,3,4,16/01/2023,NO
60,29948,1,9,7,4,4,16/01/2023,NO
60,29947,6,4,2,9,7,15/01/2023,NO
60,29946,5,1,4,6,5,15/01/2023,NO
60,29945,4,4,8,6,4,15/01/2023,NO
60,29944,9,8,8,7,6,15/01/2023,NO
60,29943,3,4,4,4,4,15/01/2023,NO
60,29942,9,7,7,2,7,14/01/2023,NO
60,29941,9,5,3,4,3,14/01/2023,SI
60,29940,5,8,8,9,8,14/01/2023,NO
60,29939,0,4,0,3,7,14/01/2023,NO
60,29938,0,2,6,5,2,14/01/2023,NO
60,29937,5,7,7,3,8,13/01/2023,SI
60,29936,4,5,7,7,0,13/01/2023,NO
60,29935,3,4,2,3,2,13/01/2023,NO
60,29934,6,5,2,3,3,13/01/2023,SI
60,29933,9,8,1,8,8,13/01/2023,NO
60,29932,1,9,0,7,9,12/01/2023,NO
60,29931,7,4,9,2,7,12/01/2023,SI
60,29930,9,0,7,7,5,12/01/2023,NO
60,29929,4,1,4,6,6,12/01/2023,NO
60,29928,6,1,7,8,4,12/01/2023,NO
60,29927,8,5,5,9,5,11/01/2023,SI
60,29926,1,5,9,2,6,11/01/2023,NO
60,29925,3,6,7,6,9,11/01/2023,NO
60,29924,7,2,5,8,6,11/01/2023,NO
60,29923,3,3,2,4,4,11/01/2023,NO
60,29922,9,3,5,3,3,10/01/2023,NO
60,29921,2,8,3,0,0,10/01/2023,NO
60,29920,3,0,0,2,2,10/01/2023,SI
60,29919,4,8,2,6,9,10/01/2023,NO
60,29918,0,7,4,3,0,10/01/2023,NO
60,29917,7,7,7,5,6,09/01/2023,NO
60,29916,8,7,5,7,8,09/01/2023,NO
60,29915,2,1,0,7,1,09/01/2023,NO
60,29914,8,7,9,8,0,09/01/2023,SI
60,29913,6,2,9,7,8,09/01/2023,NO
60,29912,2,8,6,6,1,08/01/2023,NO
60,29911,2,5,9,8,4,08/01/2023,NO
60,29910,5,7,0,8,8,08/01/2023,NO
60,29909,8,8,8,1,7,08/01/2023,SI
60,29908,2,0,7,2,9,08/01/2023,NO
60,29907,3,4,7,8,4,07/01/2023,NO
60,29906,1,7,3,0,4,07/01/2023,SI
60,29905,3,9,1,2,2,07/01/2023,NO
60,29904,6,9,4,6,6,07/01/2023,NO
60,29903,3,6,0,0,3,07/01/2023,SI
60,29902,4,9,5,2,9,06/01/2023,NO
60,29901,6,3,1,9,9,06/01/2023,NO
60,29900,8,5,8,2,4,06/01/2023,NO
60,29899,7,2,8,5,9,06/01/2023,SI
60,29898,3,0,6,5,0,06/01/2023,NO
60,29897,8,4,9,5,9,05/01/2023,SI
60,29896,5,1,6,1,1,05/01/2023,NO
60,29895,4,7,3,4,7,05/01/2023,SI
60,29894,0,0,1,3,1,05/01/2023,NO
60,29893,9,4,8,9,1,05/01/2023,NO
60,29892,7,8,0,3,7,04/01/2023,NO
60,29891,0,5,3,3,3,04/01/2023,NO
60,29890,8,2,8,7,8,04/01/2023,NO
60,29889,9,9,5,5,4,04/01/2023,NO
60,29888,9,4,3,5,6,04/01/2023,NO
60,29887,4,5,7,7,0,03/01/2023,NO
60,29886,0,8,8,7,3,03/01/2023,NO
60,29885,3,5,2,1,2,03/01/2023,NO
60,29884,1,1,9,3,1,03/01/2023,NO
60,29883,3,9,4,1,6,03/01/2023,SI
60,29882,3,1,1,3,0,02/01/2023,NO
60,29881,5,1,5,4,1,02/01/2023,NO
60,29880,9,7,1,9,8,02/01/2023,NO
60,29879,2,4,3,7,3,02/01/2023,SI
60,29878,4,8,6,8,0,02/01/2023,NO
60,29877,5,7,3,7,6,01/01/2023,NO
60,29876,2,8,5,9,1,01/01/2023,NO
60,29875,0,7,3,7,7,01/01/2023,NO
60,29874,5,3,6,1,4,01/01/2023,NO
60,29873,0,9,9,2,3,01/01/2023,NO
